Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,Animal Type Specify,Water Status
1998,5,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,3,1,,0,,,,
1998,5,Indiana,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,27,6,,0,,coleslaw,,Multiple
1999,3,California,Food,"Escherichia coli, Enteropathogenic",unknown,Suspected,Other,245,0,,0,,"chicken salad; cake, unspecified",,Multiple
2001,5,Illinois,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,2,,,,,"ground beef, hamburger",,Beef
2001,7,Colorado,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Prison/jail,13,5,,0,,"ground beef, hamburger",,Beef
2001,7,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Prison/jail,9,,,,,,,
2001,7,Illinois,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,19,8,,0,,"ground beef, hamburger",,Beef
2001,8,Illinois,Food,"Escherichia coli, Enterotoxigenic",,Confirmed,Restaurant - other or unknown type,21,0,,0,,,,
2001,8,Minnesota,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,5,5,,0,,"ethnic style, buffet",,Unclassifiable
2001,8,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,Other,2,,,,,,,
2001,9,Illinois,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Unknown,8,4,,0,,,,
2001,9,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,School/college/university,14,0,,0,,"pear, unspecified",,Fruits
2000,4,Texas,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type; Private home/residence,13,,,,,"ground beef, hamburger",,Beef
2001,9,Oregon,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,8,0,,0,,,,
2001,9,Massachusetts,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,12,2,,0,,"sandwich, roast beef; sandwich, beef",,Multiple
2001,11,North Carolina,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,School/college/university,202,11,,0,,"other milk, unpasteurized",,Dairy
2001,10,Georgia,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Prison/jail,28,,,0,,,,
2001,12,North Carolina,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,Unknown,15,1,,0,,,,
2002,4,Tennessee,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type; Private home/residence; Grocery store,26,2,,0,,,,
2002,3,Illinois,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,17,5,,0,,,,
2001,8,Wisconsin,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,"Fair, festival, other temp or mobile services",55,6,,0,,,,
2001,7,Nevada,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3,3,,0,,,,
2002,6,Illinois,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,4,3,,0,,"ice, unspecified",,Other
2002,6,Georgia,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,Office/indoor workplace,7,3,,0,,green salad,,Multiple
2002,6,Iowa,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,5,1,,0,,,,
2002,6,Maryland,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Other,5,0,,0,,,,
2002,8,Wisconsin,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Camp,19,11,,0,,"ground beef, hamburger",,Beef
2002,7,Massachusetts,Food,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,Unknown,5,3,,0,,,,
2002,7,Kansas,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Unknown,2,1,,0,,,,
2001,7,Wisconsin,Food,"Escherichia coli, Enterotoxigenic",O169:H41,Confirmed,Restaurant - other or unknown type,21,0,,0,,"quesadilla, unspecified",,Multiple
2001,10,Wisconsin,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,34,6,,0,,,,
2002,5,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,2,1,,,,"ground beef, hamburger",beef,Beef
2001,5,Massachusetts,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type; Private home/residence; Grocery store; Office/indoor workplace; Religious facility,8,6,,0,,,,
2001,11,Texas,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,20,2,,0,,lettuce-based salads unspecified,,Multiple
2001,9,Nevada,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Prison/jail,9,0,,0,,"ground beef, hamburger",,Beef
2002,8,Massachusetts,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Caterer (food prepared off-site from where served); Other,13,3,,0,,,,
2002,10,Washington DC,Food,"Salmonella enterica; Escherichia coli, Enteropathogenic",,Confirmed; Confirmed,Caterer (food prepared off-site from where served),29,3,,0,,,,
2001,5,Pennsylvania,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),7,1,,0,,,,
2001,9,Pennsylvania,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,15,4,,0,,,,
2002,7,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type; Office/indoor workplace,5,3,,0,,alfalfa sprouts,,Sprouts
2002,5,California,Food,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Suspected,Private home/residence,48,0,,0,,unspecified fruit; potato salad; bean salad,,Multiple
2002,4,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Fair, festival, other temp or mobile services",26,5,,0,,"beef, bbq",beef,Beef
2002,5,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,8,5,,0,,bean dip,,Multiple
2002,7,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Unknown,2,1,,1,,"beef, unspecified",,Beef
2002,8,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,Restaurant - other or unknown type,16,2,,,,,,
2002,10,Oregon,Food,"Escherichia coli, Enterotoxigenic",O27,Confirmed,Caterer (food prepared off-site from where served),49,0,,0,,"lasagna, chicken",,Multiple
2002,8,Florida,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,2,2,,0,,"ground beef, hamburger",,Beef
2001,8,Virginia,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,Other,8,0,,0,,,,
2002,11,Ohio,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,5,1,,0,,"sandwich, wrap; pasta, unspecified",,Multiple
2002,9,Ohio,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,13,5,,0,,"doughnuts, unspecified; jello salad",,Multiple
2002,8,Florida,Food,"Escherichia coli, Shiga toxin-producing",O157,Suspected,Restaurant - other or unknown type,2,1,,0,,"ground beef, other",,Beef
2002,8,Florida,Food,"Escherichia coli, Shiga toxin-producing",O157,Suspected,Private home/residence,2,1,,0,,"ground beef, unspecified",,Beef
2002,11,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,4,1,,0,,"meat, unspecified; iceberg lettuce, unspecified",,Multiple
2002,9,Massachusetts,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,School/college/university,66,2,,0,,"pasta bar; gelatin, unspecified",,Multiple
2002,11,Arizona,Food,"Escherichia coli, Other",,Suspected,Restaurant - other or unknown type,5,5,,0,,"lo mein, unspecified",,Multiple
2003,3,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Grocery store,6,3,,0,,"ground beef, hamburger",,Beef
2002,7,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Camp,55,,,0,,caesar salad,,Multiple
2002,4,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,9,3,,,,"ethnic style, unspecified",,Unclassifiable
2002,8,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,9,3,,,,"ground beef, unspecified",,Beef
2003,8,Tennessee,Food,"Escherichia coli, Enterotoxigenic",O169:H41,Confirmed,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),41,2,,0,,"fish, catfish; cabbage, unspecified; coleslaw",,Multiple
2003,7,Colorado,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,2,2,,0,,"ground beef, hamburger",,Beef
2003,7,Colorado,Food,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,"Restaurant - other or unknown type; Private home/residence; Caterer (food prepared off-site from where served); Fair, festival, other temp or mobile services; Other",13,1,,0,,alfalfa sprouts,,Sprouts
2003,8,Illinois,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,30,3,,0,,,,
2003,3,Virginia,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Unknown,6,3,,0,,,,
2003,5,Oregon,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3,1,,0,,,,
2003,10,Tennessee,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,Other,6,0,,0,,,,
2003,6,Florida,Food,"Escherichia coli, Shiga toxin-producing",O157,Suspected,Caterer (food prepared off-site from where served),2,,,,,"ground beef, hamburger",,Beef
2003,11,Illinois,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3,1,,0,,,,
2003,8,Oregon,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,12,2,,0,,potato salad,,Multiple
2003,10,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Long-term care/nursing home/assisted living facility,16,10,,1,,"spinach, unspecified",,Vegetable Row Crops
2003,9,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type; School/college/university,51,11,,0,,lettuce-based salads unspecified,,Multiple
2003,9,Nebraska,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,12,8,,0,,"burrito, beef",,Multiple
2003,9,Michigan,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Unknown,10,3,,0,,,,
2002,6,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Unknown,47,19,,1,,"ground beef, unspecified",,Beef
2002,8,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Unknown,74,,,0,,"ground beef, unspecified",,Beef
2003,8,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,18,6,,2,,,,
2003,10,North Dakota,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,14,2,,0,,"seafood, unspecified",,Multiple
2003,7,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,5,1,,0,,,,
2003,5,Washington,Food,"Escherichia coli, Shiga toxin-producing; Campylobacter jejuni",O157:H7; ,Suspected; Confirmed,Private home/residence; Other,3,0,,0,,"other milk, unpasteurized",,Dairy
2004,4,Georgia,Food,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,Restaurant - other or unknown type,2,0,,0,,alfalfa sprouts,,Sprouts
2004,4,Florida,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,3,,,,,,,
2003,11,Texas,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,12,2,,0,,,,
2004,3,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,2,2,,0,,"lamb, unspecified",,Other Meat
2003,7,North Dakota,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,3,0,,0,,"ground beef, hamburger",,Beef
2003,11,Virginia,Food,"Escherichia coli, Enterotoxigenic",,Confirmed,Restaurant - other or unknown type; Private home/residence; Grocery store,14,0,,0,,,,
2003,10,Ohio,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Prison/jail,10,1,,0,,,,
2004,5,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type; Private home/residence,3,2,,0,,"queso fresco, unpasteurized",,Dairy
2004,7,Minnesota,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Religious facility,70,1,,0,,"spaghetti, unspecified",beef,Beef
2003,4,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,13,7,,,,"steak, filet mignon",,Beef
2003,9,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,Other,9,1,,0,,,,
2004,8,Illinois,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,6,2,,0,,"ground beef, hamburger",,Beef
2004,9,Illinois,Food,"Escherichia coli, Enterotoxigenic",,Suspected,Office/indoor workplace,300,2,,0,,cucumber salad,,Multiple
2004,9,New York,Food,"Escherichia coli, Shiga toxin-producing; Cryptosporidium parvum",O111; ,Confirmed; Confirmed,Other,212,14,,0,,"apple cider, unpasteurized","fruit, unspecified",Fruits
2004,7,Colorado,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,4,1,,0,,"steak, other",,Beef
2004,8,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,8,5,,0,,lime; bean dip,,Multiple
2004,11,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,2,2,,1,,"beef, other",beef,Beef
2004,9,California,Food,"Escherichia coli, Enteropathogenic",other,Confirmed,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),62,1,,0,,multiple foods,,Unclassifiable
2005,1,Arkansas,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3,3,,0,,"beef, jerky",beef,Beef
2005,1,Connecticut,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,7,3,,0,,"ground beef, unspecified",beef,Beef
2005,1,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,2,2,,0,,"ground beef, hamburger",beef,Beef
2004,5,New Jersey,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,4,1,,,,"ground beef, hamburger",beef,Beef
2004,11,New Jersey,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,6,4,,0,,"lettuce, unspecified",,Vegetable Row Crops
2004,6,Ohio,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,8,3,,0,,,,
2004,8,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,6,3,,0,,"salsa, unspecified",,Multiple
2004,8,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,3,3,,0,,pico de gallo,,Multiple
2005,5,Illinois,Food,"Escherichia coli, Enterotoxigenic",O169:H41,Confirmed,Restaurant - other or unknown type,21,0,,0,,,,
2005,5,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,3,1,,0,,"salsa, unspecified",,Multiple
2005,2,Alaska,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Unknown,4,2,,0,,,,
2005,5,Alaska,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Unknown,3,1,,0,,,,
2004,10,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,4,,,,,"venison, other",,Game
2005,8,New York,Food,"Escherichia coli, Shiga toxin-producing",O45,Confirmed,Prison/jail; Other,52,3,,0,,,,
2005,8,Georgia,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,6,1,,0,,"ground beef, hamburger",beef,Beef
2004,7,Michigan,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,3,2,,0,,"beef, unspecified",,Beef
2005,9,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,4,2,,0,,"parsley, unspecified; house salad",,Multiple
2005,9,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Unknown,2,2,,0,,"parsley, unspecified; house salad",,Multiple
2005,9,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Long-term care/nursing home/assisted living facility,14,5,,2,,,,
2005,10,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,9,1,,0,,caesar salad,,Multiple
2005,8,Ohio,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),18,6,,1,,fruit salad,,Multiple
2006,4,Ohio,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,7,5,,0,,"lamb, other",,Other Meat
2006,1,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type; Private home/residence,2,2,,0,,"ground beef, unspecified",ground beef,Beef
2006,3,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type; Private home/residence,6,4,,0,,"ground beef, unspecified",ground beef,Beef
2006,5,Oregon,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,4,2,,0,,,,
2006,6,Illinois,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,2,2,,0,,,,
2006,5,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type; Private home/residence,3,2,,0,,"ground beef, meatballs; green salad; steak, unspecified",,Multiple
2006,7,Utah,Food,"Escherichia coli, Shiga toxin-producing",O121,Confirmed,Restaurant - other or unknown type,3,,,,,lettuce-based salads unspecified,,Multiple
2006,7,Minnesota,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Religious facility,17,9,,1,,"potato salad; ground beef, hamburger",beef,Beef
2006,8,Minnesota,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,3,1,,0,,,,
2005,4,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,60,11,,,,"ground beef, hamburger",,Beef
2005,9,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,34,12,,,,"lettuce, prepackaged",,Vegetable Row Crops
2005,10,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,12,4,,0,,"lettuce, prepackaged; grapes, green",,Multiple
2005,11,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Other,18,5,,0,,"whole milk, unpasteurized",,Dairy
2006,9,Washington,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,2,1,,0,,"whole milk, unpasteurized",,Dairy
2006,11,Idaho,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,4,0,,0,,"whole milk, unpasteurized",,Dairy
2006,11,Oregon,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,3,1,,0,,vegetable-based salads unspecified,,Multiple
2006,11,North Carolina,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,9,,,,,,,
2006,10,North Carolina,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Fair, festival, other temp or mobile services",5,3,,0,,,,
2002,11,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,16,5,,0,,"iceberg lettuce, unspecified",leafy green,Vegetable Row Crops
1999,10,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type; Long-term care/nursing home/assisted living facility,45,0,,0,,"romaine lettuce, unspecified; caesar salad",leafy green,Vegetable Row Crops
1999,8,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type; Grocery store,14,6,,0,,"romaine lettuce, unspecified",leafy green,Vegetable Row Crops
2006,7,Colorado,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Caterer (food prepared off-site from where served),20,3,,0,,,,
2006,7,Maine,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,5,2,,0,,macaroni,,Multiple
2006,6,California,Food,"Escherichia coli, Enteropathogenic",unknown,Suspected,Restaurant - other or unknown type,2,0,,0,,,,
2006,9,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,6,3,,0,,raw milk; raw colostrum,,Dairy
2003,1,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - other or unknown type; Caterer (food prepared off-site from where served); Fair, festival, other temp or mobile services; Other",20,3,,0,,alfalfa sprouts,,Sprouts
2007,1,Florida,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,2,2,,0,,caesar salad,,Multiple
2006,12,Texas,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Hospital,21,2,,0,,,,
2006,7,Massachusetts,Food,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,Other,5,1,,0,,strawberries; blueberries,,Fruits
2007,3,Pennsylvania,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Banquet Facility (food prepared and served on-site),8,3,,0,,jerky,,Multiple
2007,3,Minnesota,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,10,7,,0,,"ground beef, unspecified",,Beef
2007,3,Pennsylvania,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,8,6,,0,,"steak, sirloin; steak, beef tips",,Beef
2007,3,Hawaii,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,8,5,,0,,"mesclun mix, unspecified",,Vegetable Row Crops
2007,6,Pennsylvania,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Unknown,2,0,,0,,,,
2007,7,North Dakota,Food,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,Private home/residence,23,0,,0,,,,
2007,3,Oregon,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Unknown,2,2,,0,,,,
2007,6,Oregon,Food,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,Restaurant - other or unknown type,2,1,,0,,,,
2006,8,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Other,238,103,,5,,spinach,,Vegetable Row Crops
2006,11,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,77,55,,0,,"lettuce, unspecified",,Vegetable Row Crops
2006,11,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,80,23,,0,,"lettuce, unspecified",,Vegetable Row Crops
2007,7,Minnesota,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,26,2,,0,,"beans, baked; unknown fruit",,Multiple
2007,6,Minnesota,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3,3,,0,,"steak, unspecified",,Beef
2007,7,South Carolina,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,10,1,,0,,,,
2007,7,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3,2,,0,,"ground beef, unspecified",ground beef,Beef
2007,7,New York,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Other,2,2,,0,,ground beef,ground beef,Beef
2007,7,Alabama,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,4,3,,0,,,,
2007,6,Alabama,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,26,11,,1,,lettuce-based salads unspecified,,Multiple
2007,3,Maine,Food,"Escherichia coli, Shiga toxin-producing; Cryptosporidium unknown",O111; ,Confirmed; Confirmed,,8,0,,0,,,,
2007,5,North Carolina,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,22,8,,1,,,,
2007,3,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,52,6,,0,,multiple foods,,Unclassifiable
2007,9,Illinois,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,10,7,,0,,,,
2007,7,Colorado,Food,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",O121; O26; O84,Confirmed; Confirmed; Confirmed,Prison/jail,135,10,,0,,"american cheese, pasteurized; margarine",cheese,Dairy
2007,9,North Carolina,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,17,1,,0,,ground beef,,Beef
2007,8,Tennessee,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,2,2,,0,,,,
2007,5,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,124,8,,0,,tri-tip,,Beef
2007,10,Massachusetts,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,9,1,,0,,"apple cider, unpasteurized",,Fruits
2007,10,Minnesota,Food,"Escherichia coli, Enterotoxigenic",,Confirmed,Banquet Facility (food prepared and served on-site),66,1,,0,,,,
2007,9,Kansas,Food,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,Restaurant - other or unknown type,8,1,,0,,,,
2007,9,Georgia,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Caterer (food prepared off-site from where served),6,3,,0,,,,
2007,12,Hawaii,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,12,1,,0,,,,
2007,7,California,Food,"Escherichia coli, Enteropathogenic",other,Suspected,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),76,1,,0,,caesar salad,,Multiple
2007,10,Florida,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,2,,,,,"sandwich, unspecified",,Multiple
